strikePrice,expiryDate,CE_strikePrice,CE_expiryDate,CE_underlying,CE_identifier,CE_openInterest,CE_changeinOpenInterest,CE_pchangeinOpenInterest,CE_totalTradedVolume,CE_impliedVolatility,CE_lastPrice,CE_change,CE_pChange,CE_totalBuyQuantity,CE_totalSellQuantity,CE_bidQty,CE_bidprice,CE_askQty,CE_askPrice,CE_underlyingValue,PE_strikePrice,PE_expiryDate,PE_underlying,PE_identifier,PE_openInterest,PE_changeinOpenInterest,PE_pchangeinOpenInterest,PE_totalTradedVolume,PE_impliedVolatility,PE_lastPrice,PE_change,PE_pChange,PE_totalBuyQuantity,PE_totalSellQuantity,PE_bidQty,PE_bidprice,PE_askQty,PE_askPrice,PE_underlyingValue
24100,09-Sep-2025,24100,09-Sep-2025,NIFTY,OPTIDXNIFTY09-09-2025CE24100.00,362,-121,-25.05175983436853,443,0.0,768.0,63.450000000000045,9.005748350010652,13125,5925,75,767.25,300,771.95,24868.6,24100,09-Sep-2025,NIFTY,OPTIDXNIFTY09-09-2025PE24100.00,66498,1157,1.7707105798809324,1019441,19.25,0.05,-1.55,-96.875,0,1007100,0,0.0,627300,0.05,24868.6
24150,09-Sep-2025,24150,09-Sep-2025,NIFTY,OPTIDXNIFTY09-09-2025CE24150.00,164,-19,-10.382513661202186,225,0.0,717.95,66.25,10.165720423507748,15375,5775,1125,717.7,75,719.85,24868.6,24150,09-Sep-2025,NIFTY,OPTIDXNIFTY09-09-2025PE24150.00,35293,10900,44.684950600582134,673465,18.1,0.05,-1.65,-97.05882352941177,0,483900,0,0.0,41100,0.05,24868.6
24200,09-Sep-2025,24200,09-Sep-2025,NIFTY,OPTIDXNIFTY09-09-2025CE24200.00,510,-220,-30.136986301369863,757,0.0,669.85,62.05000000000007,10.208950312602843,133125,6225,150,667.35,150,671.95,24868.6,24200,09-Sep-2025,NIFTY,OPTIDXNIFTY09-09-2025PE24200.00,73190,-22318,-23.367676006198433,1233115,16.95,0.05,-1.9,-97.43589743589743,0,437025,0,0.0,65700,0.05,24868.6
24250,09-Sep-2025,24250,09-Sep-2025,NIFTY,OPTIDXNIFTY09-09-2025CE24250.00,264,-65,-19.756838905775076,682,0.0,617.3,63.049999999999955,11.375732972485332,136950,6300,150,617.45,75,619.7,24868.6,24250,09-Sep-2025,NIFTY,OPTIDXNIFTY09-09-2025PE24250.00,39120,240,0.6172839506172839,880588,15.79,0.05,-2.0500000000000003,-97.61904761904762,0,336900,0,0.0,137700,0.05,24868.6
24300,09-Sep-2025,24300,09-Sep-2025,NIFTY,OPTIDXNIFTY09-09-2025CE24300.00,716,-505,-41.35954135954136,1918,0.0,567.4,61.39999999999998,12.134387351778651,258675,8925,600,567.55,75,569.65,24868.6,24300,09-Sep-2025,NIFTY,OPTIDXNIFTY09-09-2025PE24300.00,79254,-14397,-15.373033923823558,1676124,14.62,0.05,-2.5,-98.03921568627452,0,490500,0,0.0,146175,0.05,24868.6
24350,09-Sep-2025,24350,09-Sep-2025,NIFTY,OPTIDXNIFTY09-09-2025CE24350.00,489,-184,-27.340267459138186,756,0.0,519.0,61.05000000000001,13.331149688830662,76425,14100,300,517.75,75,519.55,24868.6,24350,09-Sep-2025,NIFTY,OPTIDXNIFTY09-09-2025PE24350.00,89317,43492,94.9088925259138,1398554,13.46,0.05,-3.1,-98.41269841269842,0,315225,0,0.0,15675,0.05,24868.6
24400,09-Sep-2025,24400,09-Sep-2025,NIFTY,OPTIDXNIFTY09-09-2025CE24400.00,782,-977,-55.54292211483798,6702,0.0,469.2,63.599999999999966,15.680473372781057,69150,10875,375,467.9,150,469.25,24868.6,24400,09-Sep-2025,NIFTY,OPTIDXNIFTY09-09-2025PE24400.00,89289,-320,-0.35710698702139293,2155935,12.28,0.05,-3.95,-98.75,0,1029975,0,0.0,189975,0.05,24868.6
24450,09-Sep-2025,24450,09-Sep-2025,NIFTY,OPTIDXNIFTY09-09-2025CE24450.00,869,-537,-38.193456614509245,4257,0.0,418.55,59.80000000000001,16.668989547038333,564300,10500,75,418.55,150,419.05,24868.6,24450,09-Sep-2025,NIFTY,OPTIDXNIFTY09-09-2025PE24450.00,50002,-8574,-14.637394154602568,1434512,11.1,0.05,-5.0,-99.00990099009901,0,379575,0,0.0,4350,0.05,24868.6
24500,09-Sep-2025,24500,09-Sep-2025,NIFTY,OPTIDXNIFTY09-09-2025CE24500.00,18936,-13305,-41.26733041779101,69528,0.0,368.1,58.60000000000002,18.933764135702756,1055775,16200,6525,368.1,150,368.9,24868.6,24500,09-Sep-2025,NIFTY,OPTIDXNIFTY09-09-2025PE24500.00,121568,-66351,-35.30829772401939,2926537,9.92,0.05,-6.6000000000000005,-99.24812030075188,0,1149375,0,0.0,271200,0.05,24868.6
24550,09-Sep-2025,24550,09-Sep-2025,NIFTY,OPTIDXNIFTY09-09-2025CE24550.00,4172,-1464,-25.975869410929736,26282,0.0,318.85,57.60000000000002,22.04784688995216,1181850,16500,300,318.65,300,318.8,24868.6,24550,09-Sep-2025,NIFTY,OPTIDXNIFTY09-09-2025PE24550.00,67750,-25245,-27.146620786063767,2358062,8.72,0.05,-8.75,-99.43181818181817,0,810225,0,0.0,160950,0.05,24868.6
24600,09-Sep-2025,24600,09-Sep-2025,NIFTY,OPTIDXNIFTY09-09-2025CE24600.00,17807,-10401,-36.87251843448667,206822,0.0,268.55,53.30000000000001,24.76190476190477,5725275,26700,75,268.4,525,268.5,24868.6,24600,09-Sep-2025,NIFTY,OPTIDXNIFTY09-09-2025PE24600.00,117610,-38195,-24.514617631013124,3842187,7.52,0.05,-12.1,-99.58847736625513,0,1131600,0,0.0,91575,0.05,24868.6
24650,09-Sep-2025,24650,09-Sep-2025,NIFTY,OPTIDXNIFTY09-09-2025CE24650.00,6737,-12230,-64.48041334950176,298205,0.0,218.85,49.19999999999999,29.00088417329796,4448025,23625,75,218.85,450,218.9,24868.6,24650,09-Sep-2025,NIFTY,OPTIDXNIFTY09-09-2025PE24650.00,65735,-26858,-29.006512371345565,4038621,6.3,0.05,-16.7,-99.70149253731343,0,751350,0,0.0,125100,0.05,24868.6
24700,09-Sep-2025,24700,09-Sep-2025,NIFTY,OPTIDXNIFTY09-09-2025CE24700.00,29380,-29517,-50.116304735385505,1401039,0.0,168.3,40.85000000000001,32.051785013730886,4171800,61275,17775,168.3,75,168.7,24868.6,24700,09-Sep-2025,NIFTY,OPTIDXNIFTY09-09-2025PE24700.00,126570,-34803,-21.566804855830902,8332069,5.06,0.05,-24.15,-99.79338842975206,0,2602500,0,0.0,1058325,0.05,24868.6
24750,09-Sep-2025,24750,09-Sep-2025,NIFTY,OPTIDXNIFTY09-09-2025CE24750.00,15617,-20092,-56.26592735724887,2576365,0.0,118.35,29.25,32.82828282828283,3202650,77625,5100,118.35,1125,118.55,24868.6,24750,09-Sep-2025,NIFTY,OPTIDXNIFTY09-09-2025PE24750.00,103947,13172,14.510603139630955,12511922,3.8,0.05,-35.800000000000004,-99.86052998605301,215775,1783425,215775,0.05,753300,0.1,24868.6
24800,09-Sep-2025,24800,09-Sep-2025,NIFTY,OPTIDXNIFTY09-09-2025CE24800.00,79515,-79345,-49.946493768097696,12351786,0.0,68.5,11.299999999999997,19.75524475524475,4894650,477075,13575,68.5,1350,68.55,24868.6,24800,09-Sep-2025,NIFTY,OPTIDXNIFTY09-09-2025PE24800.00,247996,105787,74.38840017157845,27025987,2.49,0.05,-53.7,-99.90697674418605,0,6213600,0,0.0,2800575,0.05,24868.6
24850,09-Sep-2025,24850,09-Sep-2025,NIFTY,OPTIDXNIFTY09-09-2025CE24850.00,135878,2050,1.5318169590818065,32805016,0.0,18.55,-16.650000000000002,-47.30113636363637,7403400,1836900,163200,18.55,132225,18.6,24868.6,24850,09-Sep-2025,NIFTY,OPTIDXNIFTY09-09-2025PE24850.00,522427,448548,607.1386997658333,35320974,1.12,0.05,-81.4,-99.93861264579496,0,14708625,0,0.0,7776900,0.05,24868.6
24900,09-Sep-2025,24900,09-Sep-2025,NIFTY,OPTIDXNIFTY09-09-2025CE24900.00,343579,119780,53.52124004128705,32311432,0.59,0.05,-21.65,-99.76958525345621,0,10585725,0,0.0,5397450,0.05,24868.6,24900,09-Sep-2025,NIFTY,OPTIDXNIFTY09-09-2025PE24900.00,93056,25604,37.958844808159874,13160324,4.29,31.35,-87.0,-73.51077313054499,2721075,562500,48000,31.35,26025,31.45,24868.6
24950,09-Sep-2025,24950,09-Sep-2025,NIFTY,OPTIDXNIFTY09-09-2025CE24950.00,129474,-10691,-7.627439089644348,14725715,2.02,0.05,-13.2,-99.62264150943396,0,2857425,0,0.0,1380450,0.05,24868.6,24950,09-Sep-2025,NIFTY,OPTIDXNIFTY09-09-2025PE24950.00,14295,2208,18.267560188632416,2591660,7.64,81.3,-78.55,-49.139818579918675,1711575,86175,1650,81.3,4500,81.4,24868.6
